PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Cabin,Embarked,FamilySize,Title
419,0,2,male,30.0,0,0,13.0,Unknown,S,1,Mr
420,0,3,female,10.0,0,2,24.15,Unknown,S,3,Miss
421,0,3,male,28.0,0,0,7.8958,Unknown,C,1,Mr
422,0,3,male,21.0,0,0,7.7333,Unknown,Q,1,Mr
423,0,3,male,29.0,0,0,7.875,Unknown,S,1,Mr
424,0,3,female,28.0,1,1,14.4,Unknown,S,3,Mrs
425,0,3,male,18.0,1,1,20.2125,Unknown,S,3,Mr
426,0,3,male,28.0,0,0,7.25,Unknown,S,1,Mr
427,1,2,female,28.0,1,0,26.0,Unknown,S,2,Mrs
428,1,2,female,19.0,0,0,26.0,Unknown,S,1,Miss
429,0,3,male,28.0,0,0,7.75,Unknown,Q,1,Mr
430,1,3,male,32.0,0,0,8.05,E10,S,1,Mr
431,1,1,male,28.0,0,0,26.55,C52,S,1,Mr
432,1,3,female,28.0,1,0,16.1,Unknown,S,2,Mrs
433,1,2,female,42.0,1,0,26.0,Unknown,S,2,Mrs
434,0,3,male,17.0,0,0,7.125,Unknown,S,1,Mr
435,0,1,male,50.0,1,0,55.9,E44,S,2,Mr
436,1,1,female,14.0,1,2,120.0,B96 B98,S,4,Miss
437,0,3,female,21.0,2,2,34.375,Unknown,S,5,Miss
438,1,2,female,24.0,2,3,18.75,Unknown,S,6,Mrs
439,0,1,male,64.0,1,4,263.0,C23 C25 C27,S,6,Mr
440,0,2,male,31.0,0,0,10.5,Unknown,S,1,Mr
441,1,2,female,45.0,1,1,26.25,Unknown,S,3,Mrs
442,0,3,male,20.0,0,0,9.5,Unknown,S,1,Mr
443,0,3,male,25.0,1,0,7.775,Unknown,S,2,Mr
444,1,2,female,28.0,0,0,13.0,Unknown,S,1,Mrs
445,1,3,male,28.0,0,0,8.1125,Unknown,S,1,Mr
446,1,1,male,4.0,0,2,81.8583,A34,S,3,Master
447,1,2,female,13.0,0,1,19.5,Unknown,S,2,Miss
448,1,1,male,34.0,0,0,26.55,Unknown,S,1,Mr
449,1,3,female,5.0,2,1,19.2583,Unknown,C,4,Miss
450,1,1,male,52.0,0,0,30.5,C104,S,1,Officer
451,0,2,male,36.0,1,2,27.75,Unknown,S,4,Mr
452,0,3,male,28.0,1,0,19.9667,Unknown,S,2,Mr
453,0,1,male,30.0,0,0,27.75,C111,C,1,Mr
454,1,1,male,49.0,1,0,89.1042,C92,C,2,Mr
455,0,3,male,28.0,0,0,8.05,Unknown,S,1,Mr
456,1,3,male,29.0,0,0,7.8958,Unknown,C,1,Mr
457,0,1,male,65.0,0,0,26.55,E38,S,1,Mr
458,1,1,female,28.0,1,0,51.8625,D21,S,2,Mrs
459,1,2,female,50.0,0,0,10.5,Unknown,S,1,Miss
460,0,3,male,28.0,0,0,7.75,Unknown,Q,1,Mr
461,1,1,male,48.0,0,0,26.55,E12,S,1,Mr
462,0,3,male,34.0,0,0,8.05,Unknown,S,1,Mr
463,0,1,male,47.0,0,0,38.5,E63,S,1,Mr
464,0,2,male,48.0,0,0,13.0,Unknown,S,1,Mr
465,0,3,male,28.0,0,0,8.05,Unknown,S,1,Mr
466,0,3,male,38.0,0,0,7.05,Unknown,S,1,Mr
467,0,2,male,28.0,0,0,0.0,Unknown,S,1,Mr
468,0,1,male,56.0,0,0,26.55,Unknown,S,1,Mr
469,0,3,male,28.0,0,0,7.725,Unknown,Q,1,Mr
470,1,3,female,0.75,2,1,19.2583,Unknown,C,4,Miss
471,0,3,male,28.0,0,0,7.25,Unknown,S,1,Mr
472,0,3,male,38.0,0,0,8.6625,Unknown,S,1,Mr
473,1,2,female,33.0,1,2,27.75,Unknown,S,4,Mrs
474,1,2,female,23.0,0,0,13.7917,D,C,1,Mrs
475,0,3,female,22.0,0,0,9.8375,Unknown,S,1,Miss
476,0,1,male,28.0,0,0,52.0,A14,S,1,Mr
477,0,2,male,34.0,1,0,21.0,Unknown,S,2,Mr
478,0,3,male,29.0,1,0,7.0458,Unknown,S,2,Mr
479,0,3,male,22.0,0,0,7.5208,Unknown,S,1,Mr
480,1,3,female,2.0,0,1,12.2875,Unknown,S,2,Miss
481,0,3,male,9.0,5,2,46.9,Unknown,S,8,Master
482,0,2,male,28.0,0,0,0.0,Unknown,S,1,Mr
483,0,3,male,50.0,0,0,8.05,Unknown,S,1,Mr
484,1,3,female,63.0,0,0,9.5875,Unknown,S,1,Mrs
485,1,1,male,25.0,1,0,91.0792,B49,C,2,Mr
486,0,3,female,28.0,3,1,25.4667,Unknown,S,5,Miss
487,1,1,female,35.0,1,0,90.0,C93,S,2,Mrs
488,0,1,male,58.0,0,0,29.7,B37,C,1,Mr
489,0,3,male,30.0,0,0,8.05,Unknown,S,1,Mr
490,1,3,male,9.0,1,1,15.9,Unknown,S,3,Master
491,0,3,male,28.0,1,0,19.9667,Unknown,S,2,Mr
492,0,3,male,21.0,0,0,7.25,Unknown,S,1,Mr
493,0,1,male,55.0,0,0,30.5,C30,S,1,Mr
494,0,1,male,71.0,0,0,49.5042,Unknown,C,1,Mr
495,0,3,male,21.0,0,0,8.05,Unknown,S,1,Mr
496,0,3,male,28.0,0,0,14.4583,Unknown,C,1,Mr
497,1,1,female,54.0,1,0,78.2667,D20,C,2,Miss
498,0,3,male,28.0,0,0,15.1,Unknown,S,1,Mr
499,0,1,female,25.0,1,2,151.55,C22 C26,S,4,Mrs
500,0,3,male,24.0,0,0,7.7958,Unknown,S,1,Mr
501,0,3,male,17.0,0,0,8.6625,Unknown,S,1,Mr
502,0,3,female,21.0,0,0,7.75,Unknown,Q,1,Miss
503,0,3,female,28.0,0,0,7.6292,Unknown,Q,1,Miss
504,0,3,female,37.0,0,0,9.5875,Unknown,S,1,Miss
505,1,1,female,16.0,0,0,86.5,B79,S,1,Miss
506,0,1,male,18.0,1,0,108.9,C65,C,2,Mr
507,1,2,female,33.0,0,2,26.0,Unknown,S,3,Mrs
508,1,1,male,28.0,0,0,26.55,Unknown,S,1,Mr
509,0,3,male,28.0,0,0,22.525,Unknown,S,1,Mr
510,1,3,male,26.0,0,0,56.4958,Unknown,S,1,Mr
511,1,3,male,29.0,0,0,7.75,Unknown,Q,1,Mr
512,0,3,male,28.0,0,0,8.05,Unknown,S,1,Mr
513,1,1,male,36.0,0,0,26.2875,E25,S,1,Mr
514,1,1,female,54.0,1,0,59.4,Unknown,C,2,Mrs
515,0,3,male,24.0,0,0,7.4958,Unknown,S,1,Mr
516,0,1,male,47.0,0,0,34.0208,D46,S,1,Mr
517,1,2,female,34.0,0,0,10.5,F33,S,1,Mrs
518,0,3,male,28.0,0,0,24.15,Unknown,Q,1,Mr
519,1,2,female,36.0,1,0,26.0,Unknown,S,2,Mrs
520,0,3,male,32.0,0,0,7.8958,Unknown,S,1,Mr
521,1,1,female,30.0,0,0,93.5,B73,S,1,Miss
522,0,3,male,22.0,0,0,7.8958,Unknown,S,1,Mr
523,0,3,male,28.0,0,0,7.225,Unknown,C,1,Mr
524,1,1,female,44.0,0,1,57.9792,B18,C,2,Mrs
525,0,3,male,28.0,0,0,7.2292,Unknown,C,1,Mr
526,0,3,male,40.5,0,0,7.75,Unknown,Q,1,Mr
527,1,2,female,50.0,0,0,10.5,Unknown,S,1,Miss
528,0,1,male,28.0,0,0,221.7792,C95,S,1,Mr
529,0,3,male,39.0,0,0,7.925,Unknown,S,1,Mr
530,0,2,male,23.0,2,1,11.5,Unknown,S,4,Mr
531,1,2,female,2.0,1,1,26.0,Unknown,S,3,Miss
532,0,3,male,28.0,0,0,7.2292,Unknown,C,1,Mr
533,0,3,male,17.0,1,1,7.2292,Unknown,C,3,Mr
534,1,3,female,28.0,0,2,22.3583,Unknown,C,3,Mrs
535,0,3,female,30.0,0,0,8.6625,Unknown,S,1,Miss
536,1,2,female,7.0,0,2,26.25,Unknown,S,3,Miss
537,0,1,male,45.0,0,0,26.55,B38,S,1,Officer
538,1,1,female,30.0,0,0,106.425,Unknown,C,1,Miss
539,0,3,male,28.0,0,0,14.5,Unknown,S,1,Mr
540,1,1,female,22.0,0,2,49.5,B39,C,3,Miss
541,1,1,female,36.0,0,2,71.0,B22,S,3,Miss
542,0,3,female,9.0,4,2,31.275,Unknown,S,7,Miss
543,0,3,female,11.0,4,2,31.275,Unknown,S,7,Miss
544,1,2,male,32.0,1,0,26.0,Unknown,S,2,Mr
545,0,1,male,50.0,1,0,106.425,C86,C,2,Mr
546,0,1,male,64.0,0,0,26.0,Unknown,S,1,Mr
547,1,2,female,19.0,1,0,26.0,Unknown,S,2,Mrs
548,1,2,male,28.0,0,0,13.8625,Unknown,C,1,Mr
549,0,3,male,33.0,1,1,20.525,Unknown,S,3,Mr
550,1,2,male,8.0,1,1,36.75,Unknown,S,3,Master
551,1,1,male,17.0,0,2,110.8833,C70,C,3,Mr
552,0,2,male,27.0,0,0,26.0,Unknown,S,1,Mr
553,0,3,male,28.0,0,0,7.8292,Unknown,Q,1,Mr
554,1,3,male,22.0,0,0,7.225,Unknown,C,1,Mr
555,1,3,female,22.0,0,0,7.775,Unknown,S,1,Miss
556,0,1,male,62.0,0,0,26.55,Unknown,S,1,Mr
557,1,1,female,48.0,1,0,39.6,A16,C,2,Royalty
558,0,1,male,28.0,0,0,227.525,Unknown,C,1,Mr
559,1,1,female,39.0,1,1,79.65,E67,S,3,Mrs
560,1,3,female,36.0,1,0,17.4,Unknown,S,2,Mrs
561,0,3,male,28.0,0,0,7.75,Unknown,Q,1,Mr
562,0,3,male,40.0,0,0,7.8958,Unknown,S,1,Mr
563,0,2,male,28.0,0,0,13.5,Unknown,S,1,Mr
564,0,3,male,28.0,0,0,8.05,Unknown,S,1,Mr
565,0,3,female,28.0,0,0,8.05,Unknown,S,1,Miss
566,0,3,male,24.0,2,0,24.15,Unknown,S,3,Mr
567,0,3,male,19.0,0,0,7.8958,Unknown,S,1,Mr
568,0,3,female,29.0,0,4,21.075,Unknown,S,5,Mrs
569,0,3,male,28.0,0,0,7.2292,Unknown,C,1,Mr
570,1,3,male,32.0,0,0,7.8542,Unknown,S,1,Mr
571,1,2,male,62.0,0,0,10.5,Unknown,S,1,Mr
572,1,1,female,53.0,2,0,51.4792,C101,S,3,Mrs
573,1,1,male,36.0,0,0,26.3875,E25,S,1,Mr
574,1,3,female,28.0,0,0,7.75,Unknown,Q,1,Miss
575,0,3,male,16.0,0,0,8.05,Unknown,S,1,Mr
576,0,3,male,19.0,0,0,14.5,Unknown,S,1,Mr
577,1,2,female,34.0,0,0,13.0,Unknown,S,1,Miss
578,1,1,female,39.0,1,0,55.9,E44,S,2,Mrs
579,0,3,female,28.0,1,0,14.4583,Unknown,C,2,Mrs
580,1,3,male,32.0,0,0,7.925,Unknown,S,1,Mr
581,1,2,female,25.0,1,1,30.0,Unknown,S,3,Miss
582,1,1,female,39.0,1,1,110.8833,C68,C,3,Mrs
583,0,2,male,54.0,0,0,26.0,Unknown,S,1,Mr
584,0,1,male,36.0,0,0,40.125,A10,C,1,Mr
585,0,3,male,28.0,0,0,8.7125,Unknown,C,1,Mr
586,1,1,female,18.0,0,2,79.65,E68,S,3,Miss
587,0,2,male,47.0,0,0,15.0,Unknown,S,1,Mr
588,1,1,male,60.0,1,1,79.2,B41,C,3,Mr
589,0,3,male,22.0,0,0,8.05,Unknown,S,1,Mr
590,0,3,male,28.0,0,0,8.05,Unknown,S,1,Mr
591,0,3,male,35.0,0,0,7.125,Unknown,S,1,Mr
592,1,1,female,52.0,1,0,78.2667,D20,C,2,Mrs
593,0,3,male,47.0,0,0,7.25,Unknown,S,1,Mr
594,0,3,female,28.0,0,2,7.75,Unknown,Q,3,Miss
595,0,2,male,37.0,1,0,26.0,Unknown,S,2,Mr
596,0,3,male,36.0,1,1,24.15,Unknown,S,3,Mr
597,1,2,female,28.0,0,0,33.0,Unknown,S,1,Miss
598,0,3,male,49.0,0,0,0.0,Unknown,S,1,Mr
599,0,3,male,28.0,0,0,7.225,Unknown,C,1,Mr
600,1,1,male,49.0,1,0,56.9292,A20,C,2,Royalty
601,1,2,female,24.0,2,1,27.0,Unknown,S,4,Mrs
602,0,3,male,28.0,0,0,7.8958,Unknown,S,1,Mr
603,0,1,male,28.0,0,0,42.4,Unknown,S,1,Mr
604,0,3,male,44.0,0,0,8.05,Unknown,S,1,Mr
605,1,1,male,35.0,0,0,26.55,Unknown,C,1,Mr
606,0,3,male,36.0,1,0,15.55,Unknown,S,2,Mr
607,0,3,male,30.0,0,0,7.8958,Unknown,S,1,Mr
608,1,1,male,27.0,0,0,30.5,Unknown,S,1,Mr
609,1,2,female,22.0,1,2,41.5792,Unknown,C,4,Mrs
610,1,1,female,40.0,0,0,153.4625,C125,S,1,Miss
611,0,3,female,39.0,1,5,31.275,Unknown,S,7,Mrs
612,0,3,male,28.0,0,0,7.05,Unknown,S,1,Mr
613,1,3,female,28.0,1,0,15.5,Unknown,Q,2,Miss
614,0,3,male,28.0,0,0,7.75,Unknown,Q,1,Mr
615,0,3,male,35.0,0,0,8.05,Unknown,S,1,Mr
616,1,2,female,24.0,1,2,65.0,Unknown,S,4,Miss
617,0,3,male,34.0,1,1,14.4,Unknown,S,3,Mr
618,0,3,female,26.0,1,0,16.1,Unknown,S,2,Mrs
619,1,2,female,4.0,2,1,39.0,F4,S,4,Miss
620,0,2,male,26.0,0,0,10.5,Unknown,S,1,Mr
621,0,3,male,27.0,1,0,14.4542,Unknown,C,2,Mr
622,1,1,male,42.0,1,0,52.5542,D19,S,2,Mr
623,1,3,male,20.0,1,1,15.7417,Unknown,C,3,Mr
624,0,3,male,21.0,0,0,7.8542,Unknown,S,1,Mr
625,0,3,male,21.0,0,0,16.1,Unknown,S,1,Mr
626,0,1,male,61.0,0,0,32.3208,D50,S,1,Mr
627,0,2,male,57.0,0,0,12.35,Unknown,Q,1,Officer
628,1,1,female,21.0,0,0,77.9583,D9,S,1,Miss
629,0,3,male,26.0,0,0,7.8958,Unknown,S,1,Mr
630,0,3,male,28.0,0,0,7.7333,Unknown,Q,1,Mr
631,1,1,male,80.0,0,0,30.0,A23,S,1,Mr
632,0,3,male,51.0,0,0,7.0542,Unknown,S,1,Mr
633,1,1,male,32.0,0,0,30.5,B50,C,1,Officer
634,0,1,male,28.0,0,0,0.0,Unknown,S,1,Mr
635,0,3,female,9.0,3,2,27.9,Unknown,S,6,Miss
636,1,2,female,28.0,0,0,13.0,Unknown,S,1,Miss
637,0,3,male,32.0,0,0,7.925,Unknown,S,1,Mr
638,0,2,male,31.0,1,1,26.25,Unknown,S,3,Mr
639,0,3,female,41.0,0,5,39.6875,Unknown,S,6,Mrs
640,0,3,male,28.0,1,0,16.1,Unknown,S,2,Mr
641,0,3,male,20.0,0,0,7.8542,Unknown,S,1,Mr
642,1,1,female,24.0,0,0,69.3,B35,C,1,Miss
643,0,3,female,2.0,3,2,27.9,Unknown,S,6,Miss
644,1,3,male,28.0,0,0,56.4958,Unknown,S,1,Mr
645,1,3,female,0.75,2,1,19.2583,Unknown,C,4,Miss
646,1,1,male,48.0,1,0,76.7292,D33,C,2,Mr
647,0,3,male,19.0,0,0,7.8958,Unknown,S,1,Mr
648,1,1,male,56.0,0,0,35.5,A26,C,1,Officer
649,0,3,male,28.0,0,0,7.55,Unknown,S,1,Mr
650,1,3,female,23.0,0,0,7.55,Unknown,S,1,Miss
651,0,3,male,28.0,0,0,7.8958,Unknown,S,1,Mr
652,1,2,female,18.0,0,1,23.0,Unknown,S,2,Miss
653,0,3,male,21.0,0,0,8.4333,Unknown,S,1,Mr
654,1,3,female,28.0,0,0,7.8292,Unknown,Q,1,Miss
655,0,3,female,18.0,0,0,6.75,Unknown,Q,1,Miss
656,0,2,male,24.0,2,0,73.5,Unknown,S,3,Mr
657,0,3,male,28.0,0,0,7.8958,Unknown,S,1,Mr
658,0,3,female,32.0,1,1,15.5,Unknown,Q,3,Mrs
659,0,2,male,23.0,0,0,13.0,Unknown,S,1,Mr
660,0,1,male,58.0,0,2,113.275,D48,C,3,Mr
661,1,1,male,50.0,2,0,133.65,Unknown,S,3,Officer
662,0,3,male,40.0,0,0,7.225,Unknown,C,1,Mr
663,0,1,male,47.0,0,0,25.5875,E58,S,1,Mr
664,0,3,male,36.0,0,0,7.4958,Unknown,S,1,Mr
665,1,3,male,20.0,1,0,7.925,Unknown,S,2,Mr
666,0,2,male,32.0,2,0,73.5,Unknown,S,3,Mr
667,0,2,male,25.0,0,0,13.0,Unknown,S,1,Mr
668,0,3,male,28.0,0,0,7.775,Unknown,S,1,Mr
669,0,3,male,43.0,0,0,8.05,Unknown,S,1,Mr
670,1,1,female,28.0,1,0,52.0,C126,S,2,Mrs
671,1,2,female,40.0,1,1,39.0,Unknown,S,3,Mrs
672,0,1,male,31.0,1,0,52.0,B71,S,2,Mr
673,0,2,male,70.0,0,0,10.5,Unknown,S,1,Mr
674,1,2,male,31.0,0,0,13.0,Unknown,S,1,Mr
675,0,2,male,28.0,0,0,0.0,Unknown,S,1,Mr
676,0,3,male,18.0,0,0,7.775,Unknown,S,1,Mr
677,0,3,male,24.5,0,0,8.05,Unknown,S,1,Mr
678,1,3,female,18.0,0,0,9.8417,Unknown,S,1,Miss
679,0,3,female,43.0,1,6,46.9,Unknown,S,8,Mrs
680,1,1,male,36.0,0,1,512.3292,B51 B53 B55,C,2,Mr
681,0,3,female,28.0,0,0,8.1375,Unknown,Q,1,Miss
682,1,1,male,27.0,0,0,76.7292,D49,C,1,Mr
683,0,3,male,20.0,0,0,9.225,Unknown,S,1,Mr
684,0,3,male,14.0,5,2,46.9,Unknown,S,8,Mr
685,0,2,male,60.0,1,1,39.0,Unknown,S,3,Mr
686,0,2,male,25.0,1,2,41.5792,Unknown,C,4,Mr
687,0,3,male,14.0,4,1,39.6875,Unknown,S,6,Mr
688,0,3,male,19.0,0,0,10.1708,Unknown,S,1,Mr
689,0,3,male,18.0,0,0,7.7958,Unknown,S,1,Mr
690,1,1,female,15.0,0,1,211.3375,B5,S,2,Miss
691,1,1,male,31.0,1,0,57.0,B20,S,2,Mr
692,1,3,female,4.0,0,1,13.4167,Unknown,C,2,Miss
693,1,3,male,28.0,0,0,56.4958,Unknown,S,1,Mr
694,0,3,male,25.0,0,0,7.225,Unknown,C,1,Mr
695,0,1,male,60.0,0,0,26.55,Unknown,S,1,Officer
696,0,2,male,52.0,0,0,13.5,Unknown,S,1,Mr
697,0,3,male,44.0,0,0,8.05,Unknown,S,1,Mr
698,1,3,female,28.0,0,0,7.7333,Unknown,Q,1,Miss
699,0,1,male,49.0,1,1,110.8833,C68,C,3,Mr
700,0,3,male,42.0,0,0,7.65,F G63,S,1,Mr
701,1,1,female,18.0,1,0,227.525,C62 C64,C,2,Mrs
702,1,1,male,35.0,0,0,26.2875,E24,S,1,Mr
703,0,3,female,18.0,0,1,14.4542,Unknown,C,2,Miss
704,0,3,male,25.0,0,0,7.7417,Unknown,Q,1,Mr
705,0,3,male,26.0,1,0,7.8542,Unknown,S,2,Mr
706,0,2,male,39.0,0,0,26.0,Unknown,S,1,Mr
707,1,2,female,45.0,0,0,13.5,Unknown,S,1,Mrs
708,1,1,male,42.0,0,0,26.2875,E24,S,1,Mr
709,1,1,female,22.0,0,0,151.55,Unknown,S,1,Miss
710,1,3,male,28.0,1,1,15.2458,Unknown,C,3,Master
711,1,1,female,24.0,0,0,49.5042,C90,C,1,Miss
712,0,1,male,28.0,0,0,26.55,C124,S,1,Mr
713,1,1,male,48.0,1,0,52.0,C126,S,2,Mr
714,0,3,male,29.0,0,0,9.4833,Unknown,S,1,Mr
715,0,2,male,52.0,0,0,13.0,Unknown,S,1,Mr
716,0,3,male,19.0,0,0,7.65,F G73,S,1,Mr
717,1,1,female,38.0,0,0,227.525,C45,C,1,Miss
718,1,2,female,27.0,0,0,10.5,E101,S,1,Miss
719,0,3,male,28.0,0,0,15.5,Unknown,Q,1,Mr
720,0,3,male,33.0,0,0,7.775,Unknown,S,1,Mr
721,1,2,female,6.0,0,1,33.0,Unknown,S,2,Miss
722,0,3,male,17.0,1,0,7.0542,Unknown,S,2,Mr
723,0,2,male,34.0,0,0,13.0,Unknown,S,1,Mr
724,0,2,male,50.0,0,0,13.0,Unknown,S,1,Mr
725,1,1,male,27.0,1,0,53.1,E8,S,2,Mr
726,0,3,male,20.0,0,0,8.6625,Unknown,S,1,Mr
727,1,2,female,30.0,3,0,21.0,Unknown,S,4,Mrs
728,1,3,female,28.0,0,0,7.7375,Unknown,Q,1,Miss
729,0,2,male,25.0,1,0,26.0,Unknown,S,2,Mr
730,0,3,female,25.0,1,0,7.925,Unknown,S,2,Miss
731,1,1,female,29.0,0,0,211.3375,B5,S,1,Miss
732,0,3,male,11.0,0,0,18.7875,Unknown,C,1,Mr
733,0,2,male,28.0,0,0,0.0,Unknown,S,1,Mr
734,0,2,male,23.0,0,0,13.0,Unknown,S,1,Mr
735,0,2,male,23.0,0,0,13.0,Unknown,S,1,Mr
736,0,3,male,28.5,0,0,16.1,Unknown,S,1,Mr
737,0,3,female,48.0,1,3,34.375,Unknown,S,5,Mrs
738,1,1,male,35.0,0,0,512.3292,B101,C,1,Mr
739,0,3,male,28.0,0,0,7.8958,Unknown,S,1,Mr
740,0,3,male,28.0,0,0,7.8958,Unknown,S,1,Mr
741,1,1,male,28.0,0,0,30.0,D45,S,1,Mr
742,0,1,male,36.0,1,0,78.85,C46,S,2,Mr
743,1,1,female,21.0,2,2,262.375,B57 B59 B63 B66,C,5,Miss
744,0,3,male,24.0,1,0,16.1,Unknown,S,2,Mr
745,1,3,male,31.0,0,0,7.925,Unknown,S,1,Mr
746,0,1,male,70.0,1,1,71.0,B22,S,3,Officer
747,0,3,male,16.0,1,1,20.25,Unknown,S,3,Mr
748,1,2,female,30.0,0,0,13.0,Unknown,S,1,Miss
749,0,1,male,19.0,1,0,53.1,D30,S,2,Mr
750,0,3,male,31.0,0,0,7.75,Unknown,Q,1,Mr
751,1,2,female,4.0,1,1,23.0,Unknown,S,3,Miss
752,1,3,male,6.0,0,1,12.475,E121,S,2,Master
753,0,3,male,33.0,0,0,9.5,Unknown,S,1,Mr
754,0,3,male,23.0,0,0,7.8958,Unknown,S,1,Mr
755,1,2,female,48.0,1,2,65.0,Unknown,S,4,Mrs
756,1,2,male,0.67,1,1,14.5,Unknown,S,3,Master
757,0,3,male,28.0,0,0,7.7958,Unknown,S,1,Mr
758,0,2,male,18.0,0,0,11.5,Unknown,S,1,Mr
759,0,3,male,34.0,0,0,8.05,Unknown,S,1,Mr
760,1,1,female,33.0,0,0,86.5,B77,S,1,Royalty
761,0,3,male,28.0,0,0,14.5,Unknown,S,1,Mr
762,0,3,male,41.0,0,0,7.125,Unknown,S,1,Mr
763,1,3,male,20.0,0,0,7.2292,Unknown,C,1,Mr
764,1,1,female,36.0,1,2,120.0,B96 B98,S,4,Mrs
765,0,3,male,16.0,0,0,7.775,Unknown,S,1,Mr
766,1,1,female,51.0,1,0,77.9583,D11,S,2,Mrs
767,0,1,male,28.0,0,0,39.6,Unknown,C,1,Officer
768,0,3,female,30.5,0,0,7.75,Unknown,Q,1,Miss
769,0,3,male,28.0,1,0,24.15,Unknown,Q,2,Mr
770,0,3,male,32.0,0,0,8.3625,Unknown,S,1,Mr
771,0,3,male,24.0,0,0,9.5,Unknown,S,1,Mr
772,0,3,male,48.0,0,0,7.8542,Unknown,S,1,Mr
773,0,2,female,57.0,0,0,10.5,E77,S,1,Mrs
774,0,3,male,28.0,0,0,7.225,Unknown,C,1,Mr
775,1,2,female,54.0,1,3,23.0,Unknown,S,5,Mrs
776,0,3,male,18.0,0,0,7.75,Unknown,S,1,Mr
777,0,3,male,28.0,0,0,7.75,F38,Q,1,Mr
778,1,3,female,5.0,0,0,12.475,Unknown,S,1,Miss
779,0,3,male,28.0,0,0,7.7375,Unknown,Q,1,Mr
780,1,1,female,43.0,0,1,211.3375,B3,S,2,Mrs
781,1,3,female,13.0,0,0,7.2292,Unknown,C,1,Miss
782,1,1,female,17.0,1,0,57.0,B20,S,2,Mrs
783,0,1,male,29.0,0,0,30.0,D6,S,1,Mr
784,0,3,male,28.0,1,2,23.45,Unknown,S,4,Mr
785,0,3,male,25.0,0,0,7.05,Unknown,S,1,Mr
786,0,3,male,25.0,0,0,7.25,Unknown,S,1,Mr
787,1,3,female,18.0,0,0,7.4958,Unknown,S,1,Miss
788,0,3,male,8.0,4,1,29.125,Unknown,Q,6,Master
789,1,3,male,1.0,1,2,20.575,Unknown,S,4,Master
790,0,1,male,46.0,0,0,79.2,B82 B84,C,1,Mr
791,0,3,male,28.0,0,0,7.75,Unknown,Q,1,Mr
792,0,2,male,16.0,0,0,26.0,Unknown,S,1,Mr
793,0,3,female,28.0,8,2,69.55,Unknown,S,11,Miss
794,0,1,male,28.0,0,0,30.6958,Unknown,C,1,Mr
795,0,3,male,25.0,0,0,7.8958,Unknown,S,1,Mr
796,0,2,male,39.0,0,0,13.0,Unknown,S,1,Mr
797,1,1,female,49.0,0,0,25.9292,D17,S,1,Officer
798,1,3,female,31.0,0,0,8.6833,Unknown,S,1,Mrs
799,0,3,male,30.0,0,0,7.2292,Unknown,C,1,Mr
800,0,3,female,30.0,1,1,24.15,Unknown,S,3,Mrs
801,0,2,male,34.0,0,0,13.0,Unknown,S,1,Mr
802,1,2,female,31.0,1,1,26.25,Unknown,S,3,Mrs
803,1,1,male,11.0,1,2,120.0,B96 B98,S,4,Master
804,1,3,male,0.42,0,1,8.5167,Unknown,C,2,Master
805,1,3,male,27.0,0,0,6.975,Unknown,S,1,Mr
806,0,3,male,31.0,0,0,7.775,Unknown,S,1,Mr
807,0,1,male,39.0,0,0,0.0,A36,S,1,Mr
808,0,3,female,18.0,0,0,7.775,Unknown,S,1,Miss
809,0,2,male,39.0,0,0,13.0,Unknown,S,1,Mr
810,1,1,female,33.0,1,0,53.1,E8,S,2,Mrs
811,0,3,male,26.0,0,0,7.8875,Unknown,S,1,Mr
812,0,3,male,39.0,0,0,24.15,Unknown,S,1,Mr
813,0,2,male,35.0,0,0,10.5,Unknown,S,1,Mr
814,0,3,female,6.0,4,2,31.275,Unknown,S,7,Miss
815,0,3,male,30.5,0,0,8.05,Unknown,S,1,Mr
816,0,1,male,28.0,0,0,0.0,B102,S,1,Mr
817,0,3,female,23.0,0,0,7.925,Unknown,S,1,Miss
818,0,2,male,31.0,1,1,37.0042,Unknown,C,3,Mr
819,0,3,male,43.0,0,0,6.45,Unknown,S,1,Mr
820,0,3,male,10.0,3,2,27.9,Unknown,S,6,Master
821,1,1,female,52.0,1,1,93.5,B69,S,3,Mrs
822,1,3,male,27.0,0,0,8.6625,Unknown,S,1,Mr
823,0,1,male,38.0,0,0,0.0,Unknown,S,1,Royalty
824,1,3,female,27.0,0,1,12.475,E121,S,2,Mrs
825,0,3,male,2.0,4,1,39.6875,Unknown,S,6,Master
826,0,3,male,28.0,0,0,6.95,Unknown,Q,1,Mr
827,0,3,male,28.0,0,0,56.4958,Unknown,S,1,Mr
828,1,2,male,1.0,0,2,37.0042,Unknown,C,3,Master
829,1,3,male,28.0,0,0,7.75,Unknown,Q,1,Mr
830,1,1,female,62.0,0,0,80.0,B28,S,1,Mrs
831,1,3,female,15.0,1,0,14.4542,Unknown,C,2,Mrs
832,1,2,male,0.83,1,1,18.75,Unknown,S,3,Master
833,0,3,male,28.0,0,0,7.2292,Unknown,C,1,Mr
834,0,3,male,23.0,0,0,7.8542,Unknown,S,1,Mr
835,0,3,male,18.0,0,0,8.3,Unknown,S,1,Mr
836,1,1,female,39.0,1,1,83.1583,E49,C,3,Miss
837,0,3,male,21.0,0,0,8.6625,Unknown,S,1,Mr
838,0,3,male,28.0,0,0,8.05,Unknown,S,1,Mr
